domain,sources,date_snapshotted,available,mbfc_tags,ng_tags,os_tags,pf_tags
israelvideonetwork.com,MBFC,,TRUE,Extreme Right;Propaganda;Zionism,,,
isthatlegit.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
itaglive.com,OpenSources;MBFC,,TRUE,Fake News,,fake,
itccs.org,OpenSources,,FALSE,,,conspiracy,
itmakessenseblog.com,OpenSources,,FALSE,,,fake,
iwanttoexplore.com,OpenSources,,FALSE,,,fake,
jacksoncoguide.com,NYTimesPinkSlime,,,,,,
jacksonpurchasenews.com,NYTimesPinkSlime,,,,,,
jacksonreporter.com,NYTimesPinkSlime,,,,,,
jacksontelegraph.com,Buzzfeed17;Allcott18,,FALSE,,,,
japaninsides.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
jaspercountyguide.com,NYTimesPinkSlime,,,,,,
jayokguide.com,NYTimesPinkSlime,,,,,,
jeffcitynews.com,NYTimesPinkSlime,,,,,,
jeffcotimes.com,NYTimesPinkSlime,,,,,,
jeffersonreporter.com,NYTimesPinkSlime,,,,,,
jesus-is-savior.com,OpenSources,,TRUE,,,conspiracy,
jesusdaily.com,NewsGuard,,TRUE,,basicStandards;deceptiveHeadlines;accountabilityPractices;contentCreators,,
jetpolitics.com,FactCheck,,FALSE,,,,
jewsnews.co.il,OpenSources;Allcott18;PolitiFact,,TRUE,,,unreliable;bias;fake,
jewwatch.com,MBFC,,FALSE,Extreme Right;Conspiracy,,,
jihadwatch.org,OpenSources;MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership,conspiracy;hate,
jocotoday.com,NYTimesPinkSlime,,,,,,
joeforamerica.com,MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
johnsoncitytimes.com,NYTimesPinkSlime,,,,,,
johnstonreporter.com,NYTimesPinkSlime,,,,,,
johnstontimes.com,NYTimesPinkSlime,,,,,,
jokerviral.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
jonesborotimes.com,NYTimesPinkSlime,,,,,,
jonescountynews.com,NYTimesPinkSlime,,,,,,
jonesreport.com,OpenSources,,TRUE,,,conspiracy,
jookos.com,MBFC;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
journaldemourreal.com,Buzzfeed17;Allcott18,,TRUE,,,,
judicialwatch.org,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Conspiracy;Propaganda;Some Fake News,basicStandards;newsOpinion;accountabilityPractices;contentCreators,political,
jumblejoy.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
justthefacts.org,MBFC,,TRUE,Right;Propaganda;Lack of Transparency,,,
kagfeed.com,FactCheck,,FALSE,,,,
kalamazootimes.com,NYTimesPinkSlime,,,,,,
kanecountyreporter.com,NYTimesPinkSlime,,,,,,
kankakeetimes.com,NYTimesPinkSlime,,,,,,
kata33.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kauaisun.com,NYTimesPinkSlime,,,,,,
kbc14.com,PolitiFact;Allcott18,,FALSE,,,,
kcna.kp,MBFC,,TRUE,Extreme Left;Propaganda;Conspiracy;Nationalism,,,
kcreporter.com,NYTimesPinkSlime,,,,,,
kcst7.com,PolitiFact;Allcott18,,FALSE,,,,
kendallcountytimes.com,NYTimesPinkSlime,,,,,,
kenoshareporter.com,NYTimesPinkSlime,,,,,,
kentcotimes.com,NYTimesPinkSlime,,,,,,
kentcountytoday.com,NYTimesPinkSlime,,,,,,
kentuckianatimes.com,NYTimesPinkSlime,,,,,,
kerncountytimes.com,NYTimesPinkSlime,,,,,,
keystonebusinessnews.com,NYTimesPinkSlime,,,,,,
keystonetoday.com,NYTimesPinkSlime,,,,,,
keywestreporter.com,NYTimesPinkSlime,,,,,,
kf13.com,PolitiFact;Allcott18,,FALSE,,,,
kingscountytimes.com,NYTimesPinkSlime,,,,,,
kingsportreporter.com,NYTimesPinkSlime,,,,,,
kitsapreview.com,NYTimesPinkSlime,,,,,,
klponews.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
km8news.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kmt11.com,OpenSources;Wikipedia;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
knightstemplarinternational.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
knowledgeoftoday.org,OpenSources,,TRUE,,,conspiracy,
knoxtimes.com,NYTimesPinkSlime,,,,,,
knp7.com,Buzzfeed16;Allcott18;Grinberg19,,TRUE,,,,
kokomostandard.com,NYTimesPinkSlime,,,,,,
konkonsagh.biz,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
krb7.com,PolitiFact;Allcott18,,FALSE,,,,
krbcnews.com,OpenSources;Buzzfeed16;Buzzfeed18;Allcott18;Grinberg19,,TRUE,,,fake,
ksbusinessdaily.com,NYTimesPinkSlime,,,,,,
kspm33.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kty24news.com,PolitiFact;Allcott18,,FALSE,,,,
kupr7.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
ky12news.com,OpenSources;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
ky6news.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
kybusinessdaily.com,NYTimesPinkSlime,,,,,,
kypo6.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
labusinessdaily.com,NYTimesPinkSlime,,,,,,
ladiesofliberty.net,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
ladylibertynews.com,OpenSources;PolitiFact,,FALSE,,,fake,
ladylibertysnews.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
lafayettereporter.com,NYTimesPinkSlime,,,,,,
lafayettetimes.com,NYTimesPinkSlime,,,,,,
laharbornews.com,NYTimesPinkSlime,,,,,,
laharpeguide.com,NYTimesPinkSlime,,,,,,
lakebuenavistanews.com,NYTimesPinkSlime,,,,,,
lakebutlernews.com,NYTimesPinkSlime,,,,,,
lakecountygazette.com,NYTimesPinkSlime,,,,,,
lakecountytimes.com,NYTimesPinkSlime,,,,,,
lakehartnews.com,NYTimesPinkSlime,,,,,,
lakenonatoday.com,NYTimesPinkSlime,,,,,,
lakeregionnews.com,NYTimesPinkSlime,,,,,,
laketahoesun.com,NYTimesPinkSlime,,,,,,
landrypost.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
laneconews.com,NYTimesPinkSlime,,,,,,
lansingreporter.com,NYTimesPinkSlime,,,,,,
lansingsun.com,NYTimesPinkSlime,,,,,,
laredotimes.com,NYTimesPinkSlime,,,,,,
larimernews.com,NYTimesPinkSlime,,,,,,
lastdeplorables.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
lastfrontiernews.com,NYTimesPinkSlime,,,,,,
lastresistance.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
lasvegasrecord.com,NYTimesPinkSlime,,,,,,
latinbusinessdaily.com,NYTimesPinkSlime,,,,,,
laurelhighlandstoday.com,NYTimesPinkSlime,,,,,,
laweekly.com,NewsGuard,,TRUE,,newsOpinion;accountabilityPractices;ownership;labelsAdvertising;contentCreators,,
lawrencereporter.com,NYTimesPinkSlime,,,,,,
lawrencetimes.com,NYTimesPinkSlime,,,,,,
laxleader.com,NYTimesPinkSlime,,,,,,
learnprogress.org,OpenSources;MBFC;PolitiFact;Allcott18,,FALSE,Extreme Left;Propaganda;Some Fake News,,fake;bias,
lebanonpanews.com,NYTimesPinkSlime,,,,,,
leetoday.com,NYTimesPinkSlime,,,,,,
leftexposed.org,MBFC,,TRUE,Extreme Right;Propaganda;Poor Sourcing;Numerous Failed Fact Checks,,,
legalnewsline.com,NYTimesPinkSlime,,,,,,
lehightimes.com,NYTimesPinkSlime,,,,,,
leipsicguide.com,NYTimesPinkSlime,,,,,,
lewistontimes.com,NYTimesPinkSlime,,,,,,
lewrockwell.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Pseudoscience,,bias;unreliable;political,
lgis.co,NYTimesPinkSlime,,,,,,
liberaldarkness.com,OpenSources,,FALSE,,,satire;fake,
liberalplug.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Left;Propaganda;Fake News,,fake,
liberalsociety.com,Wikipedia;MBFC,,FALSE,,,,
liberalspeak.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
liberty-courier.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
libertyalliance.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
libertyblitzkrieg.com,OpenSources,,TRUE,,,fake,
libertybrief.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
libertyfederation.com,OpenSources,,TRUE,,,hate,
libertyisviral.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
libertymovementradio.com,OpenSources,,FALSE,,,conspiracy,
libertytalk.fm,OpenSources,,TRUE,,,conspiracy,
libertyvideos.org,OpenSources,,TRUE,,,conspiracy,
libertywritersnews.com,OpenSources;Wikipedia;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,clickbait;bias;unreliable,
lickingtoday.com,NYTimesPinkSlime,,,,,,
lifeprevention.com,OpenSources,,FALSE,,,junksci,
limareporter.com,NYTimesPinkSlime,,,,,,
linkbeef.com,Wikipedia,,FALSE,,,,
linncountyguide.com,NYTimesPinkSlime,,,,,,
litchfieldhillstoday.com,NYTimesPinkSlime,,,,,,
littleappletimes.com,NYTimesPinkSlime,,,,,,
liveaction.org,NewsGuard,,TRUE,,deceptiveHeadlines;newsOpinion;basicStandards;falseContent;ownership,,
livingfree.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
livingstontoday.com,NYTimesPinkSlime,,,,,,
loanpride.com,OpenSources,,TRUE,,,rumor;clickbait,
local31news.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
locallabs.com,NYTimesPinkSlime,,,,,,
localnews33.com,Buzzfeed16;Allcott18;Grinberg19,,TRUE,,,,
londonwebnews.com,FactCheck;MBFC;PolitiFact;Allcott18;Grinberg19,,TRUE,Extreme Left;Propaganda;Fake News,,,
lonestarstandard.com,NYTimesPinkSlime,,,,,,
longviewtimes.com,NYTimesPinkSlime,,,,,,
loonwatch.com,MBFC,,TRUE,Extreme Left;Propaganda,,,
lopezreport.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
loraintimes.com,NYTimesPinkSlime,,,,,,
loser.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
louderwithcrowder.com,Allcott18;NewsGuard,,TRUE,,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
louisianarecord.com,NYTimesPinkSlime,,,,,,
louisvillecitywire.com,NYTimesPinkSlime,,,,,,
lovethispic.com,OpenSources,,TRUE,,,clickbait;junksci,
lowedeltanews.com,NYTimesPinkSlime,,,,,,
lowerbuckstoday.com,NYTimesPinkSlime,,,,,,
lowerwestscnews.com,NYTimesPinkSlime,,,,,,
lubbocktimes.com,NYTimesPinkSlime,,,,,,
lucisphilippines.press,NewsGuard,,FALSE,,ownership;management;contentCreators;accountabilityPractices;basicStandards;deceptiveHeadlines,,
luzernetimes.com,NYTimesPinkSlime,,,,,,
lycomingnews.com,NYTimesPinkSlime,,,,,,
lynchburgreporter.com,NYTimesPinkSlime,,,,,,
lynwoodtimes.com,NYTimesPinkSlime,,,,,,
mabeltoday.com,NYTimesPinkSlime,,,,,,
mabusinessdaily.com,NYTimesPinkSlime,,,,,,
macedoniaonline.eu,PolitiFact;Allcott18,,TRUE,,,,
macombtoday.com,NYTimesPinkSlime,,,,,,
maconreporter.com,NYTimesPinkSlime,,,,,,
macontimes.com,NYTimesPinkSlime,,,,,,
madamericannetwork.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
madisoncountyguide.com,NYTimesPinkSlime,,,,,,
madisonrecord.com,NYTimesPinkSlime,,,,,,
madisonreporter.com,NYTimesPinkSlime,,,,,,
madworldnews.com,OpenSources;MBFC;Allcott18;PolitiFact;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Lack of Transparency Some Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,unreliable;clickbait,
maga2020.us,MBFC,,TRUE,Conspiracy;Fake News,,,
magadailyreport.com,MBFC;NewsGuard,,TRUE,Lack of Transparency;Poor Sourcing,accountabilityPractices;newsOpinion;ownership;labelsAdvertising;management;contentCreators,,
magafeed.com,OpenSources,,FALSE,,,rumor;bias;fake,
maganews.co,OpenSources,,FALSE,,,fake,
maganews.io,NewsGuard,,FALSE,,management;contentCreators;ownership;deceptiveHeadlines;newsOpinion;accountabilityPractices;basicStandards;falseContent,,
magapill.com,MBFC,,TRUE,Right;Propaganda;Conspiracy;Some Fake News,,,
maghrebnewswire.com,NYTimesPinkSlime,,,,,,
magicvalleytimes.com,NYTimesPinkSlime,,,,,,
magnoliastatenews.com,NYTimesPinkSlime,,,,,,
mahaskaguide.com,NYTimesPinkSlime,,,,,,
mainebusinessdaily.com,NYTimesPinkSlime,,,,,,
mainehighlandsnews.com,NYTimesPinkSlime,,,,,,
mainelakesnews.com,NYTimesPinkSlime,,,,,,
mainerepublicemailalert.com,Allcott18;Grinberg19,,TRUE,,,,
maitlandtoday.com,NYTimesPinkSlime,,,,,,
majorthoughts.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
makeamericagreattoday.com,OpenSources,,FALSE,,,bias;fake,
manateereview.com,NYTimesPinkSlime,,,,,,
manilabusinessdaily.com,NYTimesPinkSlime,,,,,,
mansfieldtimes.com,NYTimesPinkSlime,,,,,,
margaretvilleguide.com,NYTimesPinkSlime,,,,,,
marinleader.com,NYTimesPinkSlime,,,,,,
marioncountyguide.com,NYTimesPinkSlime,,,,,,
marionmorrowtimes.com,NYTimesPinkSlime,,,,,,
marshallguide.com,NYTimesPinkSlime,,,,,,
martinlutherking.org,MBFC,,FALSE,Extreme Right;Neo-Fascist;Propaganda;Conspiracy;Hate Group,,,
matsutimes.com,NYTimesPinkSlime,,,,,,
mauireporter.com,NYTimesPinkSlime,,,,,,
maxrepublican.com,FactCheck,,FALSE,,,,
maywoodpost.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
mbganews.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
mbynews.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
mchenrytimes.com,NYTimesPinkSlime,,,,,,
mckenziepost.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
mcleancountytimes.com,NYTimesPinkSlime,,,,,,
mdbusinessdaily.com,NYTimesPinkSlime,,,,,,
mdstatewire.com,NYTimesPinkSlime,,,,,,
mediamass.net,OpenSources;Buzzfeed16;Buzzfeed17;Allcott18,,TRUE,,,fake,
mediamaxzone.com,PolitiFact;Allcott18,,FALSE,,,,
mediazone.news,OpenSources;MBFC;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy,,rumor;unreliable,
medicalkidnap.com,Allcott18,,TRUE,,,,
medinatoday.com,NYTimesPinkSlime,,,,,,
meforum.org,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
megadealernews.com,NYTimesPinkSlime,,,,,,
megafreshnews.com,OpenSources,,FALSE,,,rumor,
megynkelly.us,OpenSources,,TRUE,,,fake,
memphisstandard.com,NYTimesPinkSlime,,,,,,
memri.org,MBFC,,TRUE,Right;Propaganda;Conspiracy,,,
mentor2day.com,OpenSources;PolitiFact;Allcott18,,TRUE,,,fake,
mercedtimes.com,NYTimesPinkSlime,,,,,,
mercertimes.com,NYTimesPinkSlime,,,,,,
mercola.com,NewsGuard,,TRUE,,newsOpinion;falseContent;basicStandards;accountabilityPractices,,
merrimackvalleynews.com,NYTimesPinkSlime,,,,,,
metricmedianews.com,NYTimesPinkSlime,,,,,,
metrobusinessnetwork.com,NYTimesPinkSlime,,,,,,
metroeastsun.com,NYTimesPinkSlime,,,,,,
metroeasttoday.com,NYTimesPinkSlime,,,,,,
metrolexnews.com,NYTimesPinkSlime,,,,,,
metropolitanworlds.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
metrowesttimes.com,NYTimesPinkSlime,,,,,,
mexicobusinessdaily.com,NYTimesPinkSlime,,,,,,
miamicourant.com,NYTimesPinkSlime,,,,,,
mibusinessdaily.com,NYTimesPinkSlime,,,,,,
micapitolnews.com,NYTimesPinkSlime,,,,,,
micatholictribune.com,NYTimesPinkSlime,,,,,,
microwavetinfoil.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
midcitytimes.com,NYTimesPinkSlime,,,,,,
midcoasttimes.com,NYTimesPinkSlime,,,,,,
midcoasttoday.com,NYTimesPinkSlime,,,,,,
middleburghguide.com,NYTimesPinkSlime,,,,,,
middleeastmonitor.com,NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;ownership,,
midlandtimes.com,NYTimesPinkSlime,,,,,,
midmassnews.com,NYTimesPinkSlime,,,,,,
midvalleyreporter.com,NYTimesPinkSlime,,,,,,
militianews.com,OpenSources,,TRUE,,,conspiracy;bias;hate,
millsfremontnews.com,NYTimesPinkSlime,,,,,,
milo.yiannopoulos.net,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
miltonvaleguide.com,NYTimesPinkSlime,,,,,,
minneapolisreview.com,NYTimesPinkSlime,,,,,,
minnesotastatewire.com,NYTimesPinkSlime,,,,,,
mississippiherald.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
mixi.media,MBFC,,TRUE,Poor Sourcing;Pseudoscience;Lack of Transparency,,,
mkecitywire.com,NYTimesPinkSlime,,,,,,
mkenorth.com,NYTimesPinkSlime,,,,,,
mkesouth.com,NYTimesPinkSlime,,,,,,
mminfo24.com,FactCheck;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
mnbusinessdaily.com,NYTimesPinkSlime,,,,,,
mncatholictribune.com,NYTimesPinkSlime,,,,,,
moapavalleyguide.com,NYTimesPinkSlime,,,,,,
mobilecourant.com,NYTimesPinkSlime,,,,,,
mobusinessdaily.com,NYTimesPinkSlime,,,,,,
mohavetoday.com,NYTimesPinkSlime,,,,,,
mohawkvalleytimes.com,NYTimesPinkSlime,,,,,,
molonlabemedia.com,OpenSources;MBFC,,FALSE,Extreme Right;Conspiracy;Fake News,,bias;conspiracy,
monmouthtimes.com,NYTimesPinkSlime,,,,,,
monontoday.com,NYTimesPinkSlime,,,,,,
monroeconews.com,NYTimesPinkSlime,,,,,,
monroenynews.com,NYTimesPinkSlime,,,,,,
monroereview.com,NYTimesPinkSlime,,,,,,
montereytimes.com,NYTimesPinkSlime,,,,,,
montgomeryadamsnews.com,NYTimesPinkSlime,,,,,,
montgomerymdnews.com,NYTimesPinkSlime,,,,,,
morning-herald.com,Allcott18,,FALSE,,,,
morningnewsusa.com,OpenSources;Allcott18;Grinberg19,,FALSE,,,unreliable,
morrisleader.com,NYTimesPinkSlime,,,,,,
morristowntimes.com,NYTimesPinkSlime,,,,,,
moseslaketoday.com,NYTimesPinkSlime,,,,,,
moundridgeguide.com,NYTimesPinkSlime,,,,,,
mountainstatetimes.com,NYTimesPinkSlime,,,,,,
movingleft.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
mpidailymagazine.com,OpenSources,,FALSE,,,fake;bias,
mrcblog.com,MBFC,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
mrconservative.com,OpenSources,,FALSE,,,fake;satire,
mrnewswatch.com,Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
msbusinessdaily.com,NYTimesPinkSlime,,,,,,
msfanpage.link,Allcott18;Grinberg19,,FALSE,,,,
msgulfnews.com,NYTimesPinkSlime,,,,,,
msnbc.website,OpenSources;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,fake,
mtbusinessdaily.com,NYTimesPinkSlime,,,,,,
mtenterprisetoday.com,NYTimesPinkSlime,,,,,,
mtonews.com,NewsGuard,,TRUE,,basicStandards;deceptiveHeadlines;ownership;contentCreators,,
mtpleasantguide.com,NYTimesPinkSlime,,,,,,
munciereporter.com,NYTimesPinkSlime,,,,,,
munisingguide.com,NYTimesPinkSlime,,,,,,
muskegonsun.com,NYTimesPinkSlime,,,,,,
myfreshnews.com,OpenSources;Allcott18,,TRUE,,,fake;bias,
mygoogle.ca,MBFC,,FALSE,Imposter Website,,,
mynewsguru.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
myrightamerica.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Lack of Transparency,,,
myrtlebeachleader.com,NYTimesPinkSlime,,,,,,
myzonetoday.com,OpenSources;MBFC,,FALSE,Extreme Right;Conspiracy;Some Fake News,,fake;bias,
nachrichten.de.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
nachrichten365.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
nahadaily.com,OpenSources;Wikipedia;Snopes,,FALSE,,,satire,
nantahalanews.com,NYTimesPinkSlime,,,,,,
naplesstandard.com,NYTimesPinkSlime,,,,,,
nasamoonhoax.com,OpenSources,,FALSE,,,conspiracy,
nashvillestandard.com,NYTimesPinkSlime,,,,,,
nassaustandard.com,NYTimesPinkSlime,,,,,,
natall.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
nation.com.pk,PolitiFact;Allcott18,,TRUE,,,,
nationaleconomicseditorial.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
nationalenquirer.com,MBFC;NewsGuard,,TRUE,Right;Conspiracy;Pseudoscience;Fake News,ownership;management;contentCreators;falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines,,
nationalinsiderpolitics,Wikipedia,,FALSE,,,,
nationalinsiderpolitics.com,Allcott18;Grinberg19,,TRUE,,,,
nationalreport.net,OpenSources;Wikipedia;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,satire;fake,
nationalufocenter.com,OpenSources,,TRUE,,,conspiracy,
nationalvanguard.org,OpenSources;MBFC,,TRUE,Extreme Right;Hate Group;Propaganda;Conspiracy,,hate,
nationindistress.weebly.com,OpenSources,,TRUE,,,conspiracy,
nationonenews.com,OpenSources,,FALSE,,,fake;conspiracy,
nativeamericans.us,PolitiFact;Allcott18,,FALSE,,,,
nativestuff.us,PolitiFact;Allcott18,,FALSE,,,,
naturalblaze.com,OpenSources,,TRUE,,,junksci;conspiracy,
naturalnews.com,OpenSources;Wikipedia;Allcott18;NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,junksci;conspiracy,
naturalnewsblogs.com,OpenSources,,TRUE,,,junksci,
naturalstatenews.com,NYTimesPinkSlime,,,,,,
naturecoasttimes.com,NYTimesPinkSlime,,,,,,
naugatucktimes.com,NYTimesPinkSlime,,,,,,
nbc.com.co,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Imposter Site;Fake News,,fake,
nbc9news.com,Buzzfeed18;NewsGuard,,FALSE,,contentCreators;management;ownership;accountabilityPractices;falseContent;basicStandards;deceptiveHeadlines,,
nbcnews.com.co,Wikipedia,,FALSE,,,,
ncarkansasnews.com,NYTimesPinkSlime,,,,,,
ncbusinessdaily.com,NYTimesPinkSlime,,,,,,
ncfloridanews.com,NYTimesPinkSlime,,,,,,
ncgeorgianews.com,NYTimesPinkSlime,,,,,,
ncindiananews.com,NYTimesPinkSlime,,,,,,
nckansasnews.com,NYTimesPinkSlime,,,,,,
nckentuckynews.com,NYTimesPinkSlime,,,,,,
ncmassnews.com,NYTimesPinkSlime,,,,,,
ncminnesotanews.com,NYTimesPinkSlime,,,,,,
ncmissnews.com,NYTimesPinkSlime,,,,,,
ncncnews.com,NYTimesPinkSlime,,,,,,
ncoklahomanews.com,NYTimesPinkSlime,,,,,,
ncpatimes.com,NYTimesPinkSlime,,,,,,
ncscooper.com,OpenSources;Snopes;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,satire,
ncsctimes.com,NYTimesPinkSlime,,,,,,
nctennnews.com,NYTimesPinkSlime,,,,,,
ncunionnews.com,NYTimesPinkSlime,,,,,,
ncvermontnews.com,NYTimesPinkSlime,,,,,,
ncwisconsinnews.com,NYTimesPinkSlime,,,,,,
ncwvnews.com,NYTimesPinkSlime,,,,,,
ndbusinessdaily.com,NYTimesPinkSlime,,,,,,
ndnorthnews.com,NYTimesPinkSlime,,,,,,
nealabamanews.com,NYTimesPinkSlime,,,,,,
neatlantanews.com,NYTimesPinkSlime,,,,,,
nebergennews.com,NYTimesPinkSlime,,,,,,
nebraskabusinessdaily.com,NYTimesPinkSlime,,,,,,
necalinews.com,NYTimesPinkSlime,,,,,,
necoloradonews.com,NYTimesPinkSlime,,,,,,
neconnnews.com,NYTimesPinkSlime,,,,,,
nedallasnews.com,NYTimesPinkSlime,,,,,,
nefloridanews.com,NYTimesPinkSlime,,,,,,
nefranklinnews.com,NYTimesPinkSlime,,,,,,
nehalemguide.com,NYTimesPinkSlime,,,,,,
neindiananews.com,NYTimesPinkSlime,,,,,,
neiowanews.com,NYTimesPinkSlime,,,,,,
nekansascitynews.com,NYTimesPinkSlime,,,,,,
nekansasnews.com,NYTimesPinkSlime,,,,,,
nekentuckynews.com,NYTimesPinkSlime,,,,,,
nelouisiananews.com,NYTimesPinkSlime,,,,,,
nemissnews.com,NYTimesPinkSlime,,,,,,
nemissourinews.com,NYTimesPinkSlime,,,,,,
nemontananews.com,NYTimesPinkSlime,,,,,,
nenashvillenews.com,NYTimesPinkSlime,,,,,,
nenebraskanews.com,NYTimesPinkSlime,,,,,,
nenewmexiconews.com,NYTimesPinkSlime,,,,,,
nenewyorktoday.com,NYTimesPinkSlime,,,,,,
nenorthdakotanews.com,NYTimesPinkSlime,,,,,,
neohiotimes.com,NYTimesPinkSlime,,,,,,
neoklahomanews.com,NYTimesPinkSlime,,,,,,
neonnettle.com,OpenSources;FactCheck;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,,newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,conspiracy;fake;bias,
nepanhandlenews.com,NYTimesPinkSlime,,,,,,
nephef.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
nepiedmontnews.com,NYTimesPinkSlime,,,,,,
nesacramentonews.com,NYTimesPinkSlime,,,,,,
nesdnews.com,NYTimesPinkSlime,,,,,,
